sale_id,date_id,product_id,cc_id,channel,units_sold,revenue,discount_pct,cost_of_goods,gross_margin
1836,2024-12-09,5,2,Direct,161,52098.53,0.079,29247.26,22851.27
1837,2024-12-09,4,12,OEM,54,3370.96,0.051,2271.24,1099.72
1838,2024-12-09,1,7,Distributor,155,20560.92,0.034,9847.15,10713.77
1839,2024-12-09,2,2,Distributor,170,32605.41,0.065,21484.6,11120.81
1840,2024-12-10,5,2,Direct,122,41707.35,0.027,22162.52,19544.83
1841,2024-12-10,4,12,OEM,170,9986.06,0.107,7150.2,2835.86
1842,2024-12-10,4,2,OEM,110,7091.08,0.02,4626.6,2464.48
1843,2024-12-10,3,7,OEM,44,19972.59,0.057,10824.0,9148.59
1844,2024-12-10,4,12,OEM,96,5860.21,0.072,4037.76,1822.45
1845,2024-12-11,1,7,Distributor,99,12656.65,0.069,6289.47,6367.18
1846,2024-12-11,3,7,OEM,136,65268.57,0.003,33456.0,31812.57
1847,2024-12-11,5,12,Direct,38,11695.74,0.124,6903.08,4792.66
1848,2024-12-11,1,12,Distributor,167,22450.86,0.021,10609.51,11841.35
1849,2024-12-11,1,2,Distributor,26,3081.19,0.137,1651.78,1429.41
1850,2024-12-11,2,2,Distributor,190,36246.47,0.07,24012.2,12234.27
1851,2024-12-11,2,7,Distributor,105,19686.33,0.086,13269.9,6416.43
1852,2024-12-12,5,2,Direct,98,31918.74,0.073,17802.68,14116.06
1853,2024-12-12,4,7,OEM,45,2539.77,0.142,1892.7,647.07
1854,2024-12-12,1,12,Distributor,58,7446.86,0.065,3684.74,3762.12
1855,2024-12-13,2,12,Distributor,72,14311.51,0.031,9099.36,5212.15
1856,2024-12-13,3,2,OEM,90,40549.77,0.064,22140.0,18409.77
1857,2024-12-13,5,12,Direct,69,21673.38,0.106,12534.54,9138.84
1858,2024-12-13,1,7,Distributor,200,24552.82,0.106,12706.0,11846.82
1859,2024-12-13,3,12,OEM,142,64456.99,0.057,34932.0,29524.99
1860,2024-12-13,3,12,OEM,69,29394.25,0.115,16974.0,12420.25
1861,2024-12-13,3,12,OEM,172,74266.15,0.103,42312.0,31954.15
1862,2024-12-13,3,12,OEM,21,9077.49,0.102,5166.0,3911.49
1863,2024-12-14,2,7,Distributor,57,10078.86,0.138,7203.66,2875.2
1864,2024-12-14,4,7,OEM,181,10215.5,0.142,7612.86,2602.64
1865,2024-12-14,5,2,Direct,16,4896.41,0.129,2906.56,1989.85
1866,2024-12-14,4,2,OEM,47,2865.97,0.073,1976.82,889.15
1867,2024-12-14,1,12,Distributor,44,5945.41,0.016,2795.32,3150.09
1868,2024-12-14,2,2,Distributor,170,32326.44,0.073,21484.6,10841.84
1869,2024-12-14,2,12,Distributor,37,6701.8,0.117,4676.06,2025.74
1870,2024-12-15,1,7,Distributor,115,14338.95,0.092,7305.95,7033.0
1871,2024-12-15,1,2,Distributor,118,15944.5,0.016,7496.54,8447.96
1872,2024-12-15,3,7,OEM,74,34053.33,0.044,18204.0,15849.33
1873,2024-12-16,2,7,Distributor,23,4401.88,0.067,2906.74,1495.14
1874,2024-12-16,5,12,Direct,76,26355.47,0.013,13806.16,12549.31
1875,2024-12-16,4,7,OEM,12,711.21,0.099,504.72,206.49
1876,2024-12-17,4,12,OEM,62,3670.52,0.1,2607.72,1062.8
1877,2024-12-17,1,7,Distributor,152,19808.14,0.051,9656.56,10151.58
1878,2024-12-17,2,7,Distributor,192,35210.15,0.106,24264.96,10945.19
1879,2024-12-17,2,12,Distributor,48,8881.31,0.098,6066.24,2815.07
1880,2024-12-18,5,2,Direct,62,21260.89,0.024,11262.92,9997.97
1881,2024-12-18,3,2,OEM,193,92530.87,0.004,47478.0,45052.87
1882,2024-12-18,2,12,Distributor,199,36738.78,0.1,25149.62,11589.16
1883,2024-12-19,1,12,Distributor,120,15127.17,0.082,7623.6,7503.57
1884,2024-12-19,3,7,OEM,170,79703.59,0.026,41820.0,37883.59
1885,2024-12-19,1,2,Distributor,10,1252.36,0.088,635.3,617.06
1886,2024-12-19,3,7,OEM,92,41273.73,0.068,22632.0,18641.73
1887,2024-12-20,4,2,OEM,163,9810.76,0.085,6855.78,2954.98
1888,2024-12-20,1,7,Distributor,200,26475.3,0.036,12706.0,13769.3
1889,2024-12-20,2,2,Distributor,177,33984.3,0.064,22369.26,11615.04
1890,2024-12-20,2,2,Distributor,122,23374.15,0.066,15418.36,7955.79
1891,2024-12-20,3,2,OEM,120,54875.04,0.05,29520.0,25355.04
1892,2024-12-20,2,12,Distributor,14,2702.38,0.059,1769.32,933.06
1893,2024-12-20,1,2,Distributor,81,9721.43,0.126,5145.93,4575.5
1894,2024-12-20,5,2,Direct,185,60514.77,0.069,33607.1,26907.67
1895,2024-12-21,2,12,Distributor,121,22363.48,0.099,15291.98,7071.5
1896,2024-12-21,3,2,OEM,46,21743.99,0.018,11316.0,10427.99
1897,2024-12-21,3,7,OEM,65,30787.79,0.016,15990.0,14797.79
1898,2024-12-21,3,12,OEM,126,57922.05,0.045,30996.0,26926.05
1899,2024-12-22,5,12,Direct,116,35906.56,0.119,21072.56,14834.0
1900,2024-12-22,4,7,OEM,55,3285.05,0.092,2313.3,971.75
1901,2024-12-22,2,2,Distributor,107,21707.47,0.011,13522.66,8184.81
1902,2024-12-22,3,7,OEM,19,8322.71,0.09,4674.0,3648.71
1903,2024-12-22,3,7,OEM,5,2216.66,0.079,1230.0,986.66
1904,2024-12-22,2,7,Distributor,94,19070.12,0.011,11879.72,7190.4
1905,2024-12-23,1,12,Distributor,164,19187.45,0.148,10418.92,8768.53
1906,2024-12-23,5,12,Direct,125,43611.32,0.007,22707.5,20903.82
1907,2024-12-23,3,2,OEM,115,53640.35,0.031,28290.0,25350.35
1908,2024-12-23,2,7,Distributor,74,14769.77,0.027,9352.12,5417.65
1909,2024-12-23,3,12,OEM,85,39606.3,0.032,20910.0,18696.3
1910,2024-12-23,4,2,OEM,92,6027.55,0.004,3869.52,2158.03
1911,2024-12-23,5,12,Direct,140,42351.73,0.139,25432.4,16919.33
1912,2024-12-24,3,7,OEM,127,53368.86,0.127,31242.0,22126.86
1913,2024-12-24,5,12,Direct,119,36082.59,0.137,21617.54,14465.05
1914,2024-12-24,3,7,OEM,110,45748.45,0.136,27060.0,18688.45
1915,2024-12-24,2,12,Distributor,107,20127.15,0.083,13522.66,6604.49
1916,2024-12-24,5,7,Direct,56,19203.39,0.024,10172.96,9030.43
1917,2024-12-24,3,7,OEM,169,71669.21,0.119,41574.0,30095.21
1918,2024-12-24,1,2,Distributor,84,11142.69,0.034,5336.52,5806.17
1919,2024-12-24,2,12,Distributor,61,12062.46,0.036,7709.18,4353.28
1920,2024-12-25,4,12,OEM,150,9156.58,0.072,6309.0,2847.58
1921,2024-12-25,3,7,OEM,177,81963.09,0.038,43542.0,38421.09
1922,2024-12-25,5,12,Direct,122,42050.27,0.019,22162.52,19887.75
1923,2024-12-26,5,2,Direct,162,51169.91,0.101,29428.92,21740.99
1924,2024-12-26,3,7,OEM,45,19668.37,0.092,11070.0,8598.37
1925,2024-12-26,5,2,Direct,120,41571.73,0.014,21799.2,19772.53
1926,2024-12-26,5,7,Direct,185,61489.76,0.054,33607.1,27882.66
1927,2024-12-26,2,2,Distributor,117,21696.19,0.096,14786.46,6909.73
1928,2024-12-27,1,2,Distributor,131,15866.23,0.118,8322.43,7543.8
1929,2024-12-27,5,7,Direct,196,60118.8,0.127,35605.36,24513.44
1930,2024-12-27,3,12,OEM,182,78145.91,0.108,44772.0,33373.91
1931,2024-12-27,3,12,OEM,102,43648.76,0.111,25092.0,18556.76
1932,2024-12-27,5,12,Direct,136,43387.51,0.092,24705.76,18681.75
1933,2024-12-27,3,12,OEM,41,19518.67,0.011,10086.0,9432.67
1934,2024-12-27,3,7,OEM,100,44236.98,0.081,24600.0,19636.98
1935,2024-12-28,1,12,Distributor,69,9437.18,0.004,4383.57,5053.61
1936,2024-12-28,5,12,Direct,194,57937.62,0.15,35242.04,22695.58
1937,2024-12-28,2,7,Distributor,75,13907.81,0.096,9478.5,4429.31
1938,2024-12-28,4,12,OEM,172,11257.59,0.005,7234.32,4023.27
1939,2024-12-28,3,12,OEM,85,36128.47,0.117,20910.0,15218.47
1940,2024-12-28,2,7,Distributor,21,3665.88,0.149,2653.98,1011.9
1941,2024-12-29,2,12,Distributor,87,15472.75,0.133,10995.06,4477.69
1942,2024-12-29,1,2,Distributor,120,14978.87,0.091,7623.6,7355.27
1943,2024-12-29,3,7,OEM,150,66572.09,0.078,36900.0,29672.09
1944,2024-12-30,5,12,Direct,66,22307.91,0.038,11989.56,10318.35
1945,2024-12-30,2,7,Distributor,16,3196.75,0.026,2022.08,1174.67
1946,2024-12-30,1,2,Distributor,94,12585.38,0.025,5971.82,6613.56
1947,2024-12-30,2,7,Distributor,161,30978.32,0.062,20347.18,10631.14
1948,2024-12-30,2,2,Distributor,20,4073.88,0.007,2527.6,1546.28
1949,2024-12-30,2,7,Distributor,72,14503.51,0.018,9099.36,5404.15
1950,2024-12-30,2,7,Distributor,24,4736.04,0.038,3033.12,1702.92
1951,2024-12-30,4,7,OEM,145,9499.95,0.004,6098.7,3401.25
1952,2024-12-31,1,2,Distributor,183,21837.59,0.131,11625.99,10211.6
1953,2024-12-31,1,2,Distributor,96,12075.37,0.084,6098.88,5976.49
1954,2024-12-31,2,12,Distributor,137,24674.27,0.122,17314.06,7360.21
1955,2024-12-31,1,7,Distributor,119,13987.96,0.144,7560.07,6427.89
1956,2024-12-31,5,12,Direct,178,60726.63,0.029,32335.48,28391.15
1957,2024-12-31,1,12,Distributor,9,1077.69,0.128,571.77,505.92
1958,2025-01-01,3,2,OEM,114,49661.91,0.095,28044.0,21617.91
1959,2025-01-01,2,7,Distributor,67,11874.57,0.136,8467.46,3407.11
1960,2025-01-01,4,2,OEM,137,8633.36,0.042,5762.22,2871.14
1961,2025-01-01,4,12,OEM,7,434.21,0.057,294.42,139.79
1962,2025-01-01,2,7,Distributor,31,5697.69,0.104,3917.78,1779.91
1963,2025-01-01,2,2,Distributor,145,28762.3,0.033,18325.1,10437.2
1964,2025-01-01,3,12,OEM,192,89648.49,0.03,47232.0,42416.49
1965,2025-01-01,3,2,OEM,49,22029.92,0.066,12054.0,9975.92
1966,2025-01-02,1,7,Distributor,195,26000.86,0.029,12388.35,13612.51
1967,2025-01-02,1,7,Distributor,36,4557.93,0.078,2287.08,2270.85
1968,2025-01-02,1,12,Distributor,76,9517.92,0.088,4828.28,4689.64
1969,2025-01-03,4,2,OEM,126,7691.52,0.072,5299.56,2391.96
1970,2025-01-03,2,7,Distributor,17,3473.26,0.004,2148.46,1324.8
1971,2025-01-03,2,2,Distributor,6,1225.86,0.004,758.28,467.58
1972,2025-01-03,3,12,OEM,12,5268.0,0.088,2952.0,2316.0
1973,2025-01-03,5,12,Direct,48,14335.08,0.15,8719.68,5615.4
1974,2025-01-03,2,7,Distributor,109,19832.58,0.113,13775.42,6057.16
1975,2025-01-03,4,12,OEM,14,801.2,0.13,588.84,212.36
1976,2025-01-03,2,12,Distributor,96,19653.1,0.002,12132.48,7520.62
1977,2025-01-04,5,12,Direct,99,30261.78,0.13,17984.34,12277.44
1978,2025-01-04,2,7,Distributor,125,22205.32,0.134,15797.5,6407.82
1979,2025-01-04,1,7,Distributor,104,13595.78,0.048,6607.12,6988.66
1980,2025-01-04,3,7,OEM,63,27960.28,0.078,15498.0,12462.28
1981,2025-01-04,3,2,OEM,172,81469.22,0.016,42312.0,39157.22
1982,2025-01-04,3,12,OEM,22,9245.0,0.127,5412.0,3833.0
1983,2025-01-04,5,12,Direct,13,4024.01,0.119,2361.58,1662.43
1984,2025-01-05,4,2,OEM,136,8221.45,0.081,5720.16,2501.29
1985,2025-01-05,1,2,Distributor,186,22910.74,0.103,11816.58,11094.16
1986,2025-01-05,1,2,Distributor,25,3031.34,0.117,1588.25,1443.09
1987,2025-01-05,2,7,Distributor,71,13486.48,0.074,8972.98,4513.5
1988,2025-01-05,3,7,OEM,19,8222.11,0.101,4674.0,3548.11
1989,2025-01-06,3,12,OEM,191,86515.31,0.059,46986.0,39529.31
1990,2025-01-06,1,7,Distributor,193,25760.68,0.028,12261.29,13499.39
1991,2025-01-06,3,7,OEM,69,31254.22,0.059,16974.0,14280.22
1992,2025-01-06,3,7,OEM,160,68237.59,0.114,39360.0,28877.59
1993,2025-01-06,4,7,OEM,32,1932.35,0.082,1345.92,586.43
1994,2025-01-06,4,12,OEM,79,5009.54,0.036,3322.74,1686.8
1995,2025-01-06,4,7,OEM,37,2302.43,0.054,1556.22,746.21
1996,2025-01-07,5,7,Direct,200,66897.04,0.048,36332.0,30565.04
1997,2025-01-07,5,12,Direct,198,68732.49,0.012,35968.68,32763.81
1998,2025-01-07,3,2,OEM,136,64810.31,0.01,33456.0,31354.31
1999,2025-01-07,2,7,Distributor,67,12589.24,0.084,8467.46,4121.78
2000,2025-01-08,1,2,Distributor,74,9999.09,0.016,4701.22,5297.87
2001,2025-01-08,1,12,Distributor,181,23562.46,0.052,11498.93,12063.53
2002,2025-01-08,5,2,Direct,189,60627.9,0.087,34333.74,26294.16
2003,2025-01-08,3,12,OEM,178,84568.21,0.013,43788.0,40780.21
2004,2025-01-09,5,12,Direct,125,41239.71,0.061,22707.5,18532.21
2005,2025-01-09,2,2,Distributor,173,30199.85,0.149,21863.74,8336.11
2006,2025-01-09,5,2,Direct,121,38091.96,0.104,21980.86,16111.1
2007,2025-01-09,1,7,Distributor,94,12817.72,0.007,5971.82,6845.9
2008,2025-01-09,2,12,Distributor,168,32221.82,0.065,21231.84,10989.98
2009,2025-01-09,5,12,Direct,11,3791.42,0.019,1998.26,1793.16
2010,2025-01-09,4,12,OEM,42,2732.37,0.011,1766.52,965.85
2011,2025-01-09,4,7,OEM,14,800.28,0.131,588.84,211.44
2012,2025-01-10,3,12,OEM,44,18871.24,0.109,10824.0,8047.24
2013,2025-01-10,1,7,Distributor,68,8235.9,0.118,4320.04,3915.86
2014,2025-01-10,3,7,OEM,37,17703.46,0.006,9102.0,8601.46
2015,2025-01-10,2,12,Distributor,69,12936.73,0.086,8720.22,4216.51
2016,2025-01-10,3,2,OEM,54,23524.06,0.095,13284.0,10240.06
2017,2025-01-10,5,12,Direct,153,51552.53,0.041,27793.98,23758.55
2018,2025-01-10,5,7,Direct,198,60314.85,0.133,35968.68,24346.17
2019,2025-01-10,4,12,OEM,183,10809.89,0.102,7696.98,3112.91
2020,2025-01-11,1,12,Distributor,125,16993.35,0.01,7941.25,9052.1
2021,2025-01-11,4,2,OEM,9,532.82,0.1,378.54,154.28
2022,2025-01-11,1,7,Distributor,108,13228.86,0.108,6861.24,6367.62
2023,2025-01-11,1,2,Distributor,195,24420.99,0.088,12388.35,12032.64
2024,2025-01-11,3,12,OEM,125,56499.63,0.061,30750.0,25749.63
2025,2025-01-11,5,12,Direct,76,25287.36,0.053,13806.16,11481.2
2026,2025-01-11,4,2,OEM,22,1295.21,0.105,925.32,369.89
2027,2025-01-11,1,12,Distributor,85,11392.07,0.024,5400.05,5992.02
2028,2025-01-12,4,12,OEM,35,2007.61,0.128,1472.1,535.51
2029,2025-01-12,4,12,OEM,112,7249.48,0.016,4710.72,2538.76
2030,2025-01-12,5,7,Direct,67,21139.32,0.102,12171.22,8968.1
2031,2025-01-13,3,2,OEM,87,36936.68,0.118,21402.0,15534.68
2032,2025-01-13,1,12,Distributor,28,3387.41,0.119,1778.84,1608.57
2033,2025-01-13,1,12,Distributor,37,4511.79,0.112,2350.61,2161.18
2034,2025-01-13,2,7,Distributor,117,22344.2,0.069,14786.46,7557.74
2035,2025-01-13,1,7,Distributor,125,15311.18,0.108,7941.25,7369.93
2036,2025-01-13,5,2,Direct,46,15693.4,0.029,8356.36,7337.04
2037,2025-01-13,5,12,Direct,29,9200.8,0.097,5268.14,3932.66
2038,2025-01-13,5,12,Direct,60,19668.57,0.067,10899.6,8768.97
2039,2025-01-14,5,12,Direct,34,10942.44,0.084,6176.44,4766.0
2040,2025-01-14,4,2,OEM,47,2689.74,0.13,1976.82,712.92
2041,2025-01-14,1,2,Distributor,139,16434.32,0.139,8830.67,7603.65
2042,2025-01-14,1,12,Distributor,76,8964.8,0.141,4828.28,4136.52
2043,2025-01-14,1,12,Distributor,59,7024.33,0.133,3748.27,3276.06
2044,2025-01-14,4,12,OEM,180,11354.94,0.041,7570.8,3784.14
2045,2025-01-14,2,7,Distributor,199,40045.27,0.019,25149.62,14895.65
2046,2025-01-15,3,12,OEM,78,35368.41,0.058,19188.0,16180.41
2047,2025-01-15,3,7,OEM,49,21982.75,0.068,12054.0,9928.75
2048,2025-01-15,4,2,OEM,70,4070.47,0.116,2944.2,1126.27
2049,2025-01-16,3,7,OEM,103,44522.91,0.102,25338.0,19184.91
2050,2025-01-16,2,2,Distributor,18,3419.11,0.074,2274.84,1144.27
2051,2025-01-16,4,12,OEM,59,3349.32,0.137,2481.54,867.78
2052,2025-01-16,2,12,Distributor,92,17645.28,0.065,11626.96,6018.32
2053,2025-01-17,4,2,OEM,187,11771.92,0.043,7865.22,3906.7
2054,2025-01-17,4,12,OEM,96,5942.3,0.059,4037.76,1904.54
2055,2025-01-17,3,2,OEM,178,80626.84,0.059,43788.0,36838.84
2056,2025-01-17,4,12,OEM,192,11429.93,0.095,8075.52,3354.41
2057,2025-01-17,1,7,Distributor,63,8408.93,0.028,4002.39,4406.54
2058,2025-01-17,5,2,Direct,189,66338.74,0.001,34333.74,32005.0
2059,2025-01-18,1,2,Distributor,158,19960.84,0.08,10037.74,9923.1
2060,2025-01-18,5,12,Direct,162,55154.22,0.031,29428.92,25725.3
2061,2025-01-18,4,2,OEM,89,5427.05,0.073,3743.34,1683.71
2062,2025-01-18,3,2,OEM,194,89648.49,0.04,47724.0,41924.49
2063,2025-01-19,5,2,Direct,170,52323.04,0.124,30882.2,21440.84
2064,2025-01-19,1,12,Distributor,83,9904.48,0.131,5272.99,4631.49
2065,2025-01-19,2,12,Distributor,134,24601.24,0.105,16934.92,7666.32
2066,2025-01-19,2,2,Distributor,33,6715.14,0.008,4170.54,2544.6
2067,2025-01-19,4,2,OEM,50,2963.39,0.099,2103.0,860.39
2068,2025-01-19,4,2,OEM,196,11397.31,0.116,8243.76,3153.55
2069,2025-01-19,4,7,OEM,140,8500.09,0.077,5888.4,2611.69
2070,2025-01-20,5,12,Direct,160,51718.72,0.08,29065.6,22653.12
2071,2025-01-20,2,2,Distributor,170,32326.44,0.073,21484.6,10841.84
2072,2025-01-20,2,2,Distributor,51,9896.7,0.054,6445.38,3451.32
2073,2025-01-20,3,2,OEM,162,66907.11,0.142,39852.0,27055.11
2074,2025-01-20,4,7,OEM,197,11662.79,0.1,8285.82,3376.97
2075,2025-01-20,3,2,OEM,49,21110.04,0.105,12054.0,9056.04
2076,2025-01-21,4,7,OEM,179,10090.85,0.143,7528.74,2562.11
2077,2025-01-21,4,2,OEM,131,8263.88,0.041,5509.86,2754.02
2078,2025-01-21,4,12,OEM,138,8959.63,0.013,5804.28,3155.35
2079,2025-01-21,1,2,Distributor,78,9147.16,0.146,4955.34,4191.82
2080,2025-01-21,5,12,Direct,75,26008.68,0.013,13624.5,12384.18
2081,2025-01-21,5,7,Direct,99,30018.29,0.137,17984.34,12033.95
2082,2025-01-21,5,12,Direct,63,19456.71,0.121,11444.58,8012.13
2083,2025-01-22,4,7,OEM,168,10962.63,0.008,7066.08,3896.55
2084,2025-01-22,1,12,Distributor,153,19959.46,0.05,9720.09,10239.37
2085,2025-01-22,1,7,Distributor,148,17864.23,0.121,9402.44,8461.79
2086,2025-01-22,1,12,Distributor,24,3005.66,0.088,1524.72,1480.94
2087,2025-01-22,5,7,Direct,56,18829.55,0.043,10172.96,8656.59
2088,2025-01-22,2,12,Distributor,195,35560.31,0.111,24644.1,10916.21
2089,2025-01-22,1,2,Distributor,197,26024.06,0.038,12515.41,13508.65
2090,2025-01-22,2,12,Distributor,34,6618.72,0.051,4296.92,2321.8
2091,2025-01-23,2,12,Distributor,109,20682.23,0.075,13775.42,6906.81
2092,2025-01-23,2,7,Distributor,163,32132.18,0.039,20599.94,11532.24
2093,2025-01-23,4,7,OEM,86,5249.77,0.072,3617.16,1632.61
2094,2025-01-23,2,12,Distributor,114,20859.26,0.108,14407.32,6451.94
2095,2025-01-23,1,12,Distributor,166,22134.06,0.029,10545.98,11588.08
2096,2025-01-23,2,12,Distributor,176,31626.12,0.124,22242.88,9383.24
2097,2025-01-23,5,7,Direct,6,2061.72,0.022,1089.96,971.76
2098,2025-01-24,1,7,Distributor,91,11296.49,0.096,5781.23,5515.26
2099,2025-01-24,2,2,Distributor,33,6085.59,0.101,4170.54,1915.05
2100,2025-01-24,1,12,Distributor,110,14440.57,0.044,6988.3,7452.27
2101,2025-01-24,4,2,OEM,36,2301.77,0.028,1514.16,787.61
2102,2025-01-24,2,12,Distributor,68,12581.85,0.098,8593.84,3988.01
2103,2025-01-25,1,2,Distributor,185,23067.01,0.092,11753.05,11313.96
2104,2025-01-25,1,12,Distributor,106,12809.21,0.12,6734.18,6075.03
2105,2025-01-25,5,2,Direct,155,51899.67,0.047,28157.3,23742.37
2106,2025-01-25,1,2,Distributor,168,22146.97,0.04,10673.04,11473.93
2107,2025-01-26,5,2,Direct,156,53330.71,0.027,28338.96,24991.75
2108,2025-01-26,1,12,Distributor,159,18755.3,0.141,10101.27,8654.03
2109,2025-01-26,1,2,Distributor,175,23934.88,0.004,11117.75,12817.13
2110,2025-01-26,1,2,Distributor,38,4925.94,0.056,2414.14,2511.8
2111,2025-01-26,2,2,Distributor,31,6219.13,0.022,3917.78,2301.35
2112,2025-01-26,5,12,Direct,17,5351.76,0.104,3088.22,2263.54
2113,2025-01-26,4,12,OEM,48,2737.5,0.133,2018.88,718.62
2114,2025-01-26,4,12,OEM,8,525.19,0.002,336.48,188.71
2115,2025-01-27,1,12,Distributor,96,13037.71,0.011,6098.88,6938.83
2116,2025-01-27,2,7,Distributor,176,31301.2,0.133,22242.88,9058.32
2117,2025-01-27,3,2,OEM,12,5585.7,0.033,2952.0,2633.7
2118,2025-01-27,4,7,OEM,136,8516.67,0.048,5720.16,2796.51
2119,2025-01-27,3,12,OEM,11,4691.33,0.114,2706.0,1985.33
2120,2025-01-27,2,7,Distributor,64,11684.2,0.11,8088.32,3595.88
2121,2025-01-27,1,7,Distributor,31,4193.07,0.015,1969.43,2223.64
2122,2025-01-27,1,2,Distributor,118,14194.49,0.124,7496.54,6697.95
2123,2025-01-28,1,12,Distributor,114,13822.91,0.117,7242.42,6580.49
2124,2025-01-28,1,2,Distributor,80,9941.97,0.095,5082.4,4859.57
2125,2025-01-28,3,2,OEM,40,16520.28,0.142,9840.0,6680.28
2126,2025-01-28,4,7,OEM,157,8799.0,0.148,6603.42,2195.58
2127,2025-01-28,5,12,Direct,74,24803.9,0.046,13442.84,11361.06
2128,2025-01-29,2,7,Distributor,190,36714.17,0.058,24012.2,12701.97
2129,2025-01-29,1,2,Distributor,153,18572.8,0.116,9720.09,8852.71
2130,2025-01-29,3,12,OEM,76,35010.28,0.043,18696.0,16314.28
2131,2025-01-29,2,12,Distributor,118,21179.67,0.125,14912.84,6266.83
2132,2025-01-29,1,7,Distributor,138,17472.05,0.078,8767.14,8704.91
2133,2025-01-29,2,7,Distributor,29,5615.64,0.056,3665.02,1950.62
2134,2025-01-29,5,2,Direct,161,49157.03,0.131,29247.26,19909.77
2135,2025-01-29,5,2,Direct,49,16131.53,0.063,8901.34,7230.19
2136,2025-01-30,4,12,OEM,33,2044.84,0.058,1387.98,656.86
2137,2025-01-30,4,2,OEM,23,1503.86,0.006,967.38,536.48
2138,2025-01-30,4,12,OEM,148,9219.46,0.053,6224.88,2994.58
2139,2025-01-30,5,2,Direct,169,58428.1,0.016,30700.54,27727.56
2140,2025-01-30,1,7,Distributor,66,8274.63,0.087,4192.98,4081.65
2141,2025-01-31,4,12,OEM,45,2678.89,0.095,1892.7,786.19
2142,2025-01-31,1,7,Distributor,116,14543.29,0.087,7369.48,7173.81
2143,2025-01-31,3,2,OEM,33,13788.08,0.132,8118.0,5670.08
2144,2025-01-31,3,2,OEM,62,25457.2,0.147,15252.0,10205.2
2145,2025-01-31,2,12,Distributor,99,18277.08,0.1,12511.62,5765.46
2146,2025-01-31,4,12,OEM,7,447.57,0.028,294.42,153.15
2147,2025-01-31,3,12,OEM,115,50318.97,0.091,28290.0,22028.97
2148,2025-02-01,2,12,Distributor,93,16482.61,0.136,11753.34,4729.27
2149,2025-02-01,2,7,Distributor,192,36903.71,0.063,24264.96,12638.75
2150,2025-02-01,2,2,Distributor,177,32241.51,0.112,22369.26,9872.25
2151,2025-02-01,4,12,OEM,48,3021.67,0.043,2018.88,1002.79
2152,2025-02-01,1,12,Distributor,117,15279.18,0.049,7433.01,7846.17
2153,2025-02-01,2,2,Distributor,147,26626.08,0.117,18577.86,8048.22
2154,2025-02-02,1,12,Distributor,61,7170.3,0.144,3875.33,3294.97
2155,2025-02-02,3,2,OEM,67,30477.31,0.055,16482.0,13995.31
2156,2025-02-02,1,2,Distributor,63,8408.93,0.028,4002.39,4406.54
2157,2025-02-02,3,7,OEM,75,35632.67,0.013,18450.0,17182.67
2158,2025-02-02,1,7,Distributor,44,5854.78,0.031,2795.32,3059.46
2159,2025-02-03,2,7,Distributor,15,2846.18,0.075,1895.7,950.48
2160,2025-02-03,4,12,OEM,157,10203.53,0.012,6603.42,3600.11
2161,2025-02-03,1,12,Distributor,123,16484.99,0.024,7814.19,8670.8
2162,2025-02-03,2,7,Distributor,39,7304.06,0.087,4928.82,2375.24
2163,2025-02-03,5,12,Direct,17,5184.52,0.132,3088.22,2096.3
2164,2025-02-03,4,2,OEM,190,10998.42,0.12,7991.4,3007.02
2165,2025-02-03,5,7,Direct,130,42569.57,0.068,23615.8,18953.77
2166,2025-02-04,2,12,Distributor,62,11471.69,0.098,7835.56,3636.13
2167,2025-02-04,2,12,Distributor,90,18129.39,0.018,11374.2,6755.19
2168,2025-02-04,2,7,Distributor,134,24711.19,0.101,16934.92,7776.27
2169,2025-02-04,2,2,Distributor,118,21300.7,0.12,14912.84,6387.86
2170,2025-02-04,3,2,OEM,16,7601.64,0.013,3936.0,3665.64
2171,2025-02-04,1,12,Distributor,157,18778.1,0.129,9974.21,8803.89
2172,2025-02-04,1,2,Distributor,109,14249.42,0.048,6924.77,7324.65
2173,2025-02-05,4,12,OEM,82,5118.87,0.051,3448.92,1669.95
2174,2025-02-05,5,2,Direct,162,50202.29,0.118,29428.92,20773.37
2175,2025-02-05,4,7,OEM,26,1482.81,0.133,1093.56,389.25
2176,2025-02-05,3,12,OEM,161,75483.99,0.026,39606.0,35877.99
2177,2025-02-05,2,2,Distributor,92,16229.89,0.14,11626.96,4602.93
2178,2025-02-05,5,2,Direct,34,10846.88,0.092,6176.44,4670.44
2179,2025-02-05,2,7,Distributor,19,3527.21,0.095,2401.22,1125.99
2180,2025-02-05,1,12,Distributor,29,3548.21,0.109,1842.37,1705.84
2181,2025-02-06,5,7,Direct,172,56201.95,0.07,31245.52,24956.43
2182,2025-02-06,5,7,Direct,145,46258.74,0.092,26340.7,19918.04
2183,2025-02-06,1,2,Distributor,179,24309.9,0.011,11371.87,12938.03
2184,2025-02-06,4,12,OEM,9,506.77,0.144,378.54,128.23
2185,2025-02-06,4,2,OEM,160,9988.04,0.051,6729.6,3258.44
2186,2025-02-06,4,12,OEM,198,12737.9,0.022,8327.88,4410.02
2187,2025-02-06,5,2,Direct,47,14119.0,0.145,8538.02,5580.98
2188,2025-02-07,4,12,OEM,73,4105.66,0.145,3070.38,1035.28
2189,2025-02-07,1,2,Distributor,106,12881.99,0.115,6734.18,6147.81
