production_id,date_id,machine_id,shift_id,product_id,units_produced,units_defect,downtime_mins,cost_actual,capacity_available
8997,2025-03-06,7,5,2,951,23,46,124753.65,1544
8998,2025-03-06,7,6,3,998,78,56,237690.3,1544
8999,2025-03-06,8,4,5,741,10,0,122422.68,848
9000,2025-03-06,9,9,1,307,9,29,21407.46,408
9001,2025-03-06,10,7,2,964,65,88,118311.73,1096
9002,2025-03-06,10,9,5,845,50,117,140161.44,1096
9003,2025-03-07,1,3,2,344,23,107,46026.96,448
9004,2025-03-07,2,1,5,609,2,103,109992.81,896
9005,2025-03-07,2,2,2,553,42,89,73924.14,896
9006,2025-03-07,2,3,1,707,42,88,48177.39,896
9007,2025-03-07,4,1,1,1217,74,50,70139.03,1264
9008,2025-03-07,4,2,2,1069,4,74,130788.07,1264
9009,2025-03-07,4,3,4,1015,32,44,39181.25,1264
9010,2025-03-07,5,5,3,397,21,23,90541.59,584
9011,2025-03-07,5,6,5,401,18,23,76310.51,584
9012,2025-03-07,6,5,2,957,20,69,122019.49,1432
9013,2025-03-07,6,6,4,1279,41,104,56216.67,1432
9014,2025-03-07,7,4,4,1203,38,39,47697.27,1544
9015,2025-03-07,7,5,5,1486,65,12,256790.18,1544
9016,2025-03-07,8,5,3,619,11,58,145014.67,848
9017,2025-03-07,8,6,1,814,26,93,51809.43,848
9018,2025-03-07,9,7,4,329,24,71,12891.61,408
9019,2025-03-07,9,9,3,350,17,102,82476.48,408
9020,2025-03-07,10,7,3,880,36,100,223617.43,1096
9021,2025-03-07,10,8,3,783,20,89,183467.72,1096
9022,2025-03-08,1,1,2,374,17,32,43792.13,448
9023,2025-03-08,1,2,4,279,4,74,10761.5,448
9024,2025-03-08,2,1,4,674,15,50,26167.1,896
9025,2025-03-08,2,2,2,787,22,33,96813.78,896
9026,2025-03-08,2,3,2,842,48,99,98149.84,896
9027,2025-03-08,3,3,4,548,19,110,23819.67,608
9028,2025-03-08,4,2,4,1028,19,78,44205.08,1264
9029,2025-03-08,5,4,4,386,22,43,17756.57,584
9030,2025-03-08,5,5,5,376,18,97,70480.35,584
9031,2025-03-08,5,6,2,472,5,119,61847.34,584
9032,2025-03-08,6,4,5,1316,22,117,249743.83,1432
9033,2025-03-08,7,4,5,1301,33,1,229875.61,1544
9034,2025-03-08,7,5,1,1129,61,33,70499.0,1544
9035,2025-03-08,7,6,5,1122,69,81,200030.62,1544
9036,2025-03-08,8,5,4,807,43,112,35405.25,848
9037,2025-03-08,8,6,5,775,59,39,134285.83,848
9038,2025-03-08,9,7,3,257,17,34,64395.02,408
9039,2025-03-08,9,8,2,345,1,33,42597.64,408
9040,2025-03-08,10,7,3,792,21,0,178826.89,1096
9041,2025-03-08,10,8,2,688,33,87,92162.37,1096
9042,2025-03-08,10,9,5,781,6,10,131324.89,1096
9043,2025-03-09,1,2,5,310,13,66,57639.51,448
9044,2025-03-09,2,1,2,760,11,91,87204.29,896
9045,2025-03-09,2,2,3,836,54,54,201852.79,896
9046,2025-03-09,2,3,4,553,35,104,24095.07,896
9047,2025-03-09,3,1,2,525,6,21,64732.56,608
9048,2025-03-09,3,2,3,378,28,85,83822.11,608
9049,2025-03-09,3,3,4,477,12,109,19234.58,608
9050,2025-03-09,4,1,2,933,61,44,120063.84,1264
9051,2025-03-09,4,2,2,801,23,117,94931.88,1264
9052,2025-03-09,5,4,3,502,7,93,117526.16,584
9053,2025-03-09,5,5,2,453,15,81,55283.71,584
9054,2025-03-09,5,6,3,355,17,34,87592.35,584
9055,2025-03-09,6,6,3,1377,83,63,317099.28,1432
9056,2025-03-09,7,4,3,1146,89,20,259409.25,1544
9057,2025-03-09,7,5,5,1419,99,45,248351.83,1544
9058,2025-03-09,8,4,5,600,17,45,119176.18,848
9059,2025-03-09,8,5,4,526,6,71,22136.36,848
9060,2025-03-09,8,6,5,573,43,19,110197.54,848
9061,2025-03-09,9,7,5,358,20,112,63579.34,408
9062,2025-03-09,9,8,1,259,8,86,15929.43,408
9063,2025-03-09,9,9,2,327,7,39,43262.48,408
9064,2025-03-10,1,1,1,430,29,97,25108.42,448
9065,2025-03-10,1,2,2,379,0,81,44658.83,448
9066,2025-03-10,1,3,2,421,1,84,57319.29,448
9067,2025-03-10,2,1,3,555,28,37,144828.3,896
9068,2025-03-10,2,3,5,746,13,116,133969.21,896
9069,2025-03-10,3,1,5,559,2,33,101706.71,608
9070,2025-03-10,3,2,3,543,1,45,143309.99,608
9071,2025-03-10,4,1,5,1122,46,81,185235.75,1264
9072,2025-03-10,4,3,1,883,48,110,58982.49,1264
9073,2025-03-10,5,4,4,458,21,44,20600.76,584
9074,2025-03-10,5,6,4,485,32,17,20772.54,584
9075,2025-03-10,6,4,2,1107,68,4,143499.65,1432
9076,2025-03-10,6,5,5,1012,1,89,183019.56,1432
9077,2025-03-10,6,6,2,984,61,88,136240.19,1432
9078,2025-03-10,7,4,4,1380,65,39,53428.11,1544
9079,2025-03-10,7,5,5,1035,79,64,180571.78,1544
9080,2025-03-10,7,6,4,1214,81,35,47001.14,1544
9081,2025-03-10,8,4,4,599,19,48,26520.76,848
9082,2025-03-10,8,5,3,775,12,56,175448.69,848
9083,2025-03-10,9,7,1,259,8,66,16023.35,408
9084,2025-03-10,9,8,2,292,21,15,36388.37,408
9085,2025-03-10,9,9,4,329,8,81,13140.37,408
9086,2025-03-10,10,7,2,729,5,15,98617.79,1096
9087,2025-03-10,10,9,5,875,48,100,151575.02,1096
9088,2025-03-11,1,1,1,314,1,11,20912.04,448
9089,2025-03-11,2,1,3,696,38,11,188174.93,896
9090,2025-03-11,2,2,5,686,54,111,132374.64,896
9091,2025-03-11,2,3,2,802,3,94,92594.23,896
9092,2025-03-11,3,2,5,400,27,61,76290.39,608
9093,2025-03-11,3,3,1,537,1,23,33851.85,608
9094,2025-03-11,4,1,3,973,56,52,248641.34,1264
9095,2025-03-11,5,4,4,363,5,79,16421.83,584
9096,2025-03-11,5,5,3,438,15,80,99809.01,584
9097,2025-03-11,5,6,4,522,7,58,20414.61,584
9098,2025-03-11,6,4,2,1240,71,66,161348.32,1432
9099,2025-03-11,6,5,5,1337,100,30,228699.44,1432
9100,2025-03-11,6,6,3,1049,48,46,277363.22,1432
9101,2025-03-11,7,6,1,1330,101,92,92898.96,1544
9102,2025-03-11,8,4,5,670,51,71,116920.59,848
9103,2025-03-11,8,6,4,675,22,16,29293.44,848
9104,2025-03-11,9,7,3,340,8,87,89919.32,408
9105,2025-03-11,9,8,4,337,7,58,13681.72,408
9106,2025-03-11,9,9,4,342,4,114,14781.54,408
9107,2025-03-11,10,7,4,666,28,102,30051.87,1096
9108,2025-03-11,10,9,1,1056,1,87,68918.98,1096
9109,2025-03-12,1,1,5,270,13,93,51915.23,448
9110,2025-03-12,2,1,3,606,29,19,139564.45,896
9111,2025-03-12,3,1,4,508,8,40,22732.2,608
9112,2025-03-12,3,2,2,530,6,21,66912.88,608
9113,2025-03-12,4,3,4,1166,48,71,49287.57,1264
9114,2025-03-12,5,4,1,406,17,82,26282.57,584
9115,2025-03-12,5,5,2,570,7,87,78600.07,584
9116,2025-03-12,6,4,3,1090,74,50,247732.48,1432
9117,2025-03-12,6,5,4,903,36,12,40001.37,1432
9118,2025-03-12,6,6,2,1368,99,30,177838.38,1432
9119,2025-03-12,7,4,3,1346,73,22,303347.75,1544
9120,2025-03-12,7,6,3,1077,11,61,239925.49,1544
9121,2025-03-12,8,6,5,804,40,63,154880.41,848
9122,2025-03-12,9,7,2,385,20,78,50436.17,408
9123,2025-03-12,9,8,1,278,5,110,18741.61,408
9124,2025-03-12,9,9,5,277,21,107,47993.31,408
9125,2025-03-12,10,8,1,824,0,82,55299.39,1096
9126,2025-03-13,1,1,4,351,26,95,15247.86,448
9127,2025-03-13,1,2,3,431,12,66,104791.12,448
9128,2025-03-13,1,3,1,392,28,40,24743.42,448
9129,2025-03-13,2,3,5,609,37,75,120952.7,896
9130,2025-03-13,3,2,5,576,13,86,95344.86,608
9131,2025-03-13,3,3,3,521,19,97,118034.56,608
9132,2025-03-13,4,1,4,1209,85,15,47325.47,1264
9133,2025-03-13,4,2,1,980,49,19,59518.29,1264
9134,2025-03-13,5,4,5,428,5,84,72040.97,584
9135,2025-03-13,5,5,4,376,13,31,17073.26,584
9136,2025-03-13,5,6,1,367,24,88,24855.82,584
9137,2025-03-13,6,6,3,1040,32,58,274900.01,1432
9138,2025-03-13,7,4,3,992,70,58,254548.45,1544
9139,2025-03-13,7,5,3,1332,84,101,328202.31,1544
9140,2025-03-13,7,6,4,1483,83,62,63970.35,1544
9141,2025-03-13,8,4,5,525,0,21,104471.39,848
9142,2025-03-13,8,5,5,782,13,86,148605.21,848
9143,2025-03-13,8,6,1,689,12,15,47259.1,848
9144,2025-03-13,9,7,1,365,20,101,24044.7,408
9145,2025-03-13,9,8,2,340,5,99,45892.51,408
9146,2025-03-13,9,9,1,274,8,26,16033.55,408
9147,2025-03-13,10,7,4,963,8,119,42214.72,1096
9148,2025-03-13,10,8,1,988,21,115,62954.18,1096
9149,2025-03-13,10,9,5,702,34,63,132671.44,1096
9150,2025-03-14,1,1,5,347,3,22,64828.06,448
9151,2025-03-14,1,3,5,275,12,116,50175.7,448
9152,2025-03-14,2,1,5,824,26,111,152021.58,896
9153,2025-03-14,2,2,4,598,13,54,26814.34,896
9154,2025-03-14,2,3,2,846,52,69,97585.37,896
9155,2025-03-14,3,1,1,575,34,69,35747.49,608
9156,2025-03-14,3,3,5,584,35,108,114010.26,608
9157,2025-03-14,4,2,5,789,34,10,130208.71,1264
9158,2025-03-14,4,3,2,969,75,41,118402.34,1264
9159,2025-03-14,5,4,1,513,40,95,29634.66,584
9160,2025-03-14,5,5,3,462,6,28,102661.86,584
9161,2025-03-14,6,4,2,1123,81,47,132223.67,1432
9162,2025-03-14,6,5,2,1124,86,119,153150.57,1432
9163,2025-03-14,8,5,4,817,15,20,33799.11,848
9164,2025-03-14,8,6,3,764,26,59,185716.87,848
9165,2025-03-14,9,8,3,307,8,89,81939.15,408
9166,2025-03-14,9,9,3,343,12,114,88758.14,408
9167,2025-03-14,10,8,5,754,41,68,149420.58,1096
9168,2025-03-14,10,9,5,867,6,88,150893.32,1096
9169,2025-03-15,1,1,2,373,16,97,47116.21,448
9170,2025-03-15,1,2,4,399,10,96,17879.39,448
9171,2025-03-15,2,1,5,847,5,1,139197.54,896
9172,2025-03-15,2,2,4,721,56,14,33309.23,896
9173,2025-03-15,2,3,2,786,12,81,94370.78,896
9174,2025-03-15,3,1,4,521,1,116,20525.81,608
9175,2025-03-15,3,2,5,385,6,79,72373.75,608
9176,2025-03-15,4,1,3,1069,74,33,271379.24,1264
9177,2025-03-15,4,2,3,1127,82,20,274119.61,1264
9178,2025-03-15,4,3,5,1160,26,102,208111.62,1264
9179,2025-03-15,5,4,4,555,3,39,21119.75,584
9180,2025-03-15,5,5,5,436,19,73,83095.76,584
9181,2025-03-15,6,5,1,978,33,68,66712.39,1432
9182,2025-03-15,7,4,5,1003,78,77,195206.78,1544
9183,2025-03-15,7,5,2,1461,63,66,197918.81,1544
9184,2025-03-15,7,6,1,1278,18,9,75933.05,1544
9185,2025-03-15,8,6,3,765,58,100,190274.35,848
9186,2025-03-15,9,7,4,256,3,115,10527.84,408
9187,2025-03-15,9,9,1,339,5,53,19945.25,408
9188,2025-03-15,10,7,5,1017,23,62,191120.14,1096
9189,2025-03-15,10,8,2,1025,41,3,135341.0,1096
9190,2025-03-16,1,2,2,278,5,23,31947.5,448
9191,2025-03-16,1,3,5,295,17,15,49875.74,448
9192,2025-03-16,2,1,5,672,22,116,129366.98,896
9193,2025-03-16,2,2,2,546,42,62,64442.22,896
9194,2025-03-16,2,3,1,747,12,60,46036.19,896
9195,2025-03-16,3,2,5,583,12,14,101736.59,608
9196,2025-03-16,3,3,5,534,21,78,103954.76,608
9197,2025-03-16,4,1,5,897,23,79,151652.22,1264
9198,2025-03-16,4,2,3,1234,73,44,288369.91,1264
9199,2025-03-16,4,3,1,1193,25,47,82402.22,1264
9200,2025-03-16,5,4,3,491,35,108,113879.59,584
9201,2025-03-16,5,6,1,360,13,110,21382.34,584
9202,2025-03-16,6,4,5,1195,15,110,237292.2,1432
9203,2025-03-16,6,5,3,884,64,43,222552.52,1432
9204,2025-03-16,6,6,1,1219,86,23,84548.78,1432
9205,2025-03-16,8,4,3,808,40,31,205961.46,848
9206,2025-03-16,8,5,3,684,18,100,165839.18,848
9207,2025-03-16,8,6,2,585,17,85,73709.7,848
9208,2025-03-16,9,9,1,307,13,51,19215.88,408
9209,2025-03-16,10,7,4,916,21,77,40025.91,1096
9210,2025-03-16,10,8,1,848,31,17,50315.94,1096
9211,2025-03-16,10,9,1,865,18,1,51848.63,1096
9212,2025-03-17,1,2,3,320,0,91,73718.24,448
9213,2025-03-17,2,1,3,667,1,106,158335.75,896
9214,2025-03-17,2,2,5,640,50,34,117904.78,896
9215,2025-03-17,2,3,5,613,16,51,100977.84,896
9216,2025-03-17,3,2,2,590,42,10,76997.58,608
9217,2025-03-17,3,3,5,511,7,79,88050.49,608
9218,2025-03-17,4,1,1,926,18,4,58529.62,1264
9219,2025-03-17,4,2,3,868,46,13,212969.9,1264
9220,2025-03-17,4,3,1,968,32,111,56152.09,1264
9221,2025-03-17,5,4,5,499,10,50,85227.24,584
9222,2025-03-17,5,5,3,449,21,50,101705.79,584
9223,2025-03-17,6,4,5,1150,55,62,203066.29,1432
9224,2025-03-17,6,5,3,965,36,76,245302.85,1432
9225,2025-03-17,6,6,5,1315,44,53,239598.01,1432
9226,2025-03-17,7,5,1,987,43,96,67674.71,1544
9227,2025-03-17,7,6,3,1304,73,24,339467.95,1544
9228,2025-03-17,8,5,5,755,17,59,131260.51,848
9229,2025-03-17,8,6,4,516,1,98,22300.77,848
9230,2025-03-17,9,7,3,330,13,24,78128.64,408
9231,2025-03-17,9,8,4,288,21,29,13152.2,408
9232,2025-03-17,9,9,3,292,22,9,75079.14,408
9233,2025-03-17,10,7,3,720,26,116,162399.33,1096
9234,2025-03-17,10,8,4,725,23,96,31249.57,1096
9235,2025-03-17,10,9,5,681,20,57,135762.07,1096
9236,2025-03-18,1,1,1,276,7,50,16616.05,448
9237,2025-03-18,1,3,3,427,31,5,102935.39,448
9238,2025-03-18,2,1,3,729,11,20,169963.94,896
9239,2025-03-18,2,2,5,609,25,92,117313.91,896
9240,2025-03-18,3,2,2,447,10,41,61361.99,608
9241,2025-03-18,3,3,5,549,42,22,104625.01,608
9242,2025-03-18,4,1,4,964,24,33,40545.81,1264
9243,2025-03-18,4,2,1,775,1,19,52625.62,1264
9244,2025-03-18,4,3,1,777,12,21,51806.33,1264
9245,2025-03-18,5,4,1,453,0,91,28844.91,584
9246,2025-03-18,5,5,3,418,20,90,104480.41,584
9247,2025-03-18,6,4,2,1377,76,99,171031.61,1432
9248,2025-03-18,6,6,5,1274,95,20,224698.67,1432
9249,2025-03-18,7,4,2,1004,70,14,123372.14,1544
9250,2025-03-18,8,4,5,824,10,61,136905.43,848
9251,2025-03-18,8,5,4,748,54,48,29366.97,848
9252,2025-03-18,9,7,2,277,0,104,36190.6,408
9253,2025-03-18,9,8,4,381,1,56,15899.76,408
9254,2025-03-18,9,9,3,292,0,28,68901.52,408
9255,2025-03-18,10,7,4,768,7,95,31161.42,1096
9256,2025-03-18,10,8,2,697,7,26,83200.33,1096
9257,2025-03-18,10,9,2,771,30,22,89703.42,1096
9258,2025-03-19,1,1,1,377,25,81,22615.7,448
9259,2025-03-19,1,2,3,286,6,93,73687.16,448
9260,2025-03-19,1,3,5,385,17,117,76254.22,448
9261,2025-03-19,2,1,4,767,53,82,29877.06,896
9262,2025-03-19,2,2,1,591,24,89,38480.31,896
9263,2025-03-19,2,3,4,610,17,117,24916.66,896
9264,2025-03-19,3,1,1,380,2,76,24966.04,608
9265,2025-03-19,3,2,1,425,23,91,27484.68,608
9266,2025-03-19,4,2,5,933,70,10,178767.72,1264
9267,2025-03-19,4,3,3,1031,40,43,268417.64,1264
9268,2025-03-19,5,4,3,565,16,84,141419.72,584
9269,2025-03-19,5,6,1,351,1,97,20982.64,584
9270,2025-03-19,6,4,4,860,31,31,38611.93,1432
9271,2025-03-19,6,5,1,1320,99,8,77841.68,1432
9272,2025-03-19,6,6,1,877,28,62,56927.65,1432
9273,2025-03-19,7,4,1,950,4,36,60971.9,1544
9274,2025-03-19,7,5,2,1130,85,90,140908.78,1544
9275,2025-03-19,7,6,4,1403,20,79,53760.13,1544
9276,2025-03-19,8,4,3,768,17,12,187416.13,848
9277,2025-03-19,8,6,4,669,32,18,28813.76,848
9278,2025-03-19,9,7,4,361,24,59,16669.75,408
9279,2025-03-19,9,8,3,350,18,18,89801.15,408
9280,2025-03-19,9,9,5,394,31,97,74848.39,408
9281,2025-03-19,10,7,5,935,49,42,155673.57,1096
9282,2025-03-19,10,8,2,680,25,2,78029.01,1096
9283,2025-03-19,10,9,1,943,33,16,59455.25,1096
9284,2025-03-20,1,3,5,295,19,39,50545.72,448
9285,2025-03-20,2,2,4,797,10,16,32431.03,896
9286,2025-03-20,2,3,2,641,10,30,87513.25,896
9287,2025-03-20,3,1,2,571,10,0,65975.86,608
9288,2025-03-20,3,2,4,424,16,118,18827.65,608
9289,2025-03-20,4,1,5,1228,72,115,240731.18,1264
9290,2025-03-20,4,2,2,788,36,13,106454.6,1264
9291,2025-03-20,4,3,1,1090,1,96,66067.91,1264
9292,2025-03-20,5,5,1,479,2,74,30963.15,584
9293,2025-03-20,5,6,3,359,16,52,91791.38,584
9294,2025-03-20,6,5,4,1336,43,37,58068.41,1432
9295,2025-03-20,6,6,3,1142,27,20,272590.77,1432
9296,2025-03-20,7,4,4,1155,32,42,47279.44,1544
9297,2025-03-20,7,5,3,1109,12,22,272500.85,1544
9298,2025-03-20,7,6,1,1280,14,46,75308.85,1544
9299,2025-03-20,8,4,4,609,13,109,24011.21,848
9300,2025-03-20,8,5,1,645,2,114,39790.93,848
9301,2025-03-20,9,7,3,339,12,88,79853.87,408
9302,2025-03-20,9,8,2,347,12,63,43410.08,408
9303,2025-03-20,10,9,5,817,63,48,137924.68,1096
9304,2025-03-21,1,3,3,303,17,25,76501.53,448
9305,2025-03-21,2,1,4,758,13,111,33628.49,896
9306,2025-03-21,2,2,3,870,24,18,212052.68,896
9307,2025-03-21,2,3,3,639,41,101,153684.81,896
9308,2025-03-21,3,1,5,500,2,86,93314.72,608
9309,2025-03-21,3,2,4,415,0,31,18196.57,608
9310,2025-03-21,3,3,3,595,44,117,139588.21,608
9311,2025-03-21,4,1,3,1064,10,72,263001.26,1264
9312,2025-03-21,4,2,4,1013,33,79,38525.85,1264
9313,2025-03-21,4,3,3,948,7,91,226078.39,1264
9314,2025-03-21,5,4,3,528,1,119,124666.85,584
9315,2025-03-21,5,5,5,377,15,101,71981.62,584
9316,2025-03-21,5,6,1,369,16,77,21227.31,584
9317,2025-03-21,6,4,5,1097,11,58,215377.94,1432
9318,2025-03-21,6,5,2,1339,54,82,156256.16,1432
9319,2025-03-21,6,6,2,1211,25,7,149689.79,1432
9320,2025-03-21,7,4,1,1382,44,98,96314.64,1544
9321,2025-03-21,7,5,1,1127,22,97,66617.54,1544
9322,2025-03-21,7,6,5,1388,81,99,230318.19,1544
9323,2025-03-21,8,4,3,737,4,93,163216.34,848
9324,2025-03-21,9,7,1,249,16,60,16710.14,408
9325,2025-03-21,9,9,3,341,3,120,78533.1,408
9326,2025-03-21,10,7,2,1016,41,72,135153.48,1096
9327,2025-03-21,10,8,3,828,16,102,191643.84,1096
9328,2025-03-21,10,9,1,842,52,10,56029.24,1096
9329,2025-03-22,1,1,3,411,12,98,107435.49,448
9330,2025-03-22,1,2,5,386,23,93,69488.15,448
9331,2025-03-22,2,2,5,857,14,2,161367.51,896
9332,2025-03-22,2,3,3,660,10,70,149585.62,896
9333,2025-03-22,3,1,2,447,32,0,61677.37,608
9334,2025-03-22,3,2,4,409,26,30,16713.57,608
9335,2025-03-22,3,3,1,580,12,0,36475.82,608
9336,2025-03-22,4,1,3,1119,43,83,278387.99,1264
9337,2025-03-22,4,2,2,1060,22,52,135257.62,1264
9338,2025-03-22,5,5,2,517,11,83,58913.5,584
9339,2025-03-22,5,6,2,523,34,56,69593.25,584
9340,2025-03-22,6,4,3,1221,50,42,302510.07,1432
9341,2025-03-22,7,4,4,1501,82,16,58028.49,1544
9342,2025-03-22,7,5,4,1370,95,16,55729.29,1544
9343,2025-03-22,7,6,2,1367,79,36,164276.62,1544
9344,2025-03-22,8,5,1,738,34,51,46323.02,848
9345,2025-03-22,9,8,1,376,29,24,21569.63,408
9346,2025-03-22,10,9,1,665,35,32,39434.43,1096
9347,2025-03-23,1,1,3,438,6,29,106890.28,448
9348,2025-03-23,2,2,2,870,68,53,110394.82,896
9349,2025-03-23,2,3,2,594,42,108,80286.19,896
9350,2025-03-23,3,1,3,370,28,23,90060.32,608
9351,2025-03-23,3,2,4,512,0,29,21611.48,608
9352,2025-03-23,3,3,1,415,15,1,25518.63,608
9353,2025-03-23,4,1,4,1108,12,23,49292.32,1264
9354,2025-03-23,4,2,2,1228,89,4,162455.72,1264
9355,2025-03-23,5,5,3,379,28,6,87411.4,584
9356,2025-03-23,5,6,5,456,7,38,80731.83,584
9357,2025-03-23,6,4,2,1054,2,6,123221.46,1432
9358,2025-03-23,6,5,4,989,15,48,40894.36,1432
9359,2025-03-23,7,4,4,1437,58,93,61924.82,1544
9360,2025-03-23,7,5,1,1281,49,88,87486.91,1544
9361,2025-03-23,7,6,1,1419,80,114,86715.87,1544
9362,2025-03-23,8,4,3,588,7,49,144590.16,848
9363,2025-03-23,8,6,5,609,43,69,104192.01,848
9364,2025-03-23,9,7,5,326,10,50,64554.45,408
9365,2025-03-23,9,8,2,370,5,65,49664.08,408
9366,2025-03-23,9,9,1,297,17,48,18908.59,408
9367,2025-03-23,10,8,4,659,18,33,28642.58,1096
9368,2025-03-24,1,1,3,419,31,54,100419.75,448
9369,2025-03-24,1,3,3,285,4,54,69864.31,448
9370,2025-03-24,2,1,3,869,61,58,207637.22,896
9371,2025-03-24,3,1,3,581,19,105,144791.75,608
9372,2025-03-24,3,3,3,462,12,42,118024.95,608
9373,2025-03-24,4,2,2,1164,55,38,146722.03,1264
9374,2025-03-24,5,4,4,441,26,46,19179.1,584
9375,2025-03-24,5,5,2,411,30,87,49017.7,584
9376,2025-03-24,5,6,3,407,10,62,106105.22,584
9377,2025-03-24,6,4,5,1257,77,65,232323.66,1432
9378,2025-03-24,6,5,2,1320,10,36,171579.82,1432
9379,2025-03-24,7,4,2,1368,69,84,161116.17,1544
9380,2025-03-24,7,6,1,1372,8,50,90447.5,1544
9381,2025-03-24,8,4,4,731,51,33,32459.3,848
9382,2025-03-24,8,5,4,777,56,25,30269.81,848
9383,2025-03-24,8,6,5,536,4,78,92564.7,848
9384,2025-03-24,9,7,5,397,12,77,72091.73,408
9385,2025-03-24,9,8,1,322,19,87,18643.69,408
9386,2025-03-24,10,8,4,769,50,44,33971.25,1096
9387,2025-03-25,1,2,5,368,21,89,68208.96,448
9388,2025-03-25,1,3,1,412,30,36,24439.92,448
9389,2025-03-25,2,3,3,547,15,21,143568.85,896
9390,2025-03-25,3,1,3,561,37,64,139819.7,608
9391,2025-03-25,3,2,2,514,1,14,59105.9,608
9392,2025-03-25,4,1,3,865,6,72,233257.73,1264
9393,2025-03-25,4,3,5,1204,24,4,233334.77,1264
9394,2025-03-25,5,5,2,470,13,85,61237.28,584
9395,2025-03-25,5,6,4,550,17,111,21874.43,584
9396,2025-03-25,6,4,1,1137,0,55,71330.02,1432
9397,2025-03-25,6,5,3,1364,84,94,340788.21,1432
9398,2025-03-25,6,6,4,1185,92,41,47635.13,1432
9399,2025-03-25,7,5,3,1014,52,20,235585.62,1544
9400,2025-03-25,7,6,5,1090,46,116,197424.5,1544
9401,2025-03-25,8,4,1,682,43,36,47365.88,848
9402,2025-03-25,8,5,3,533,7,19,124243.75,848
9403,2025-03-25,8,6,1,621,44,26,41481.58,848
9404,2025-03-25,9,8,4,267,7,50,10714.25,408
9405,2025-03-25,9,9,2,303,2,108,41768.07,408
9406,2025-03-25,10,7,5,855,48,60,142975.69,1096
9407,2025-03-25,10,8,2,1006,40,63,133058.11,1096
9408,2025-03-25,10,9,5,862,3,102,142582.95,1096
9409,2025-03-26,1,1,4,288,8,78,11579.19,448
9410,2025-03-26,1,3,5,416,20,51,78932.83,448
9411,2025-03-26,2,2,5,652,47,52,117364.97,896
9412,2025-03-26,2,3,5,743,13,17,129761.03,896
9413,2025-03-26,3,1,3,549,26,5,127678.84,608
9414,2025-03-26,3,2,1,566,25,26,33267.52,608
9415,2025-03-26,3,3,2,546,40,88,72312.55,608
9416,2025-03-26,4,1,3,1104,77,101,298444.9,1264
9417,2025-03-26,4,2,2,1173,50,57,155255.74,1264
9418,2025-03-26,6,4,5,1338,2,36,265229.7,1432
9419,2025-03-26,6,5,2,880,58,43,106820.96,1432
9420,2025-03-26,6,6,4,1071,59,95,47328.79,1432
9421,2025-03-26,7,4,5,1317,11,117,244940.87,1544
9422,2025-03-26,7,5,2,1445,24,7,197422.45,1544
9423,2025-03-26,7,6,2,983,18,76,130432.23,1544
9424,2025-03-26,8,4,5,771,55,38,144056.48,848
9425,2025-03-26,8,5,2,669,2,96,77657.85,848
9426,2025-03-26,9,7,4,374,17,119,16500.27,408
9427,2025-03-26,9,8,4,354,9,0,13640.95,408
9428,2025-03-26,9,9,5,373,18,79,63080.68,408
9429,2025-03-26,10,9,3,791,30,34,202893.6,1096
9430,2025-03-27,1,1,3,277,16,60,70948.12,448
9431,2025-03-27,1,2,1,426,2,28,27626.62,448
9432,2025-03-27,1,3,2,417,13,54,55321.2,448
9433,2025-03-27,2,1,5,823,50,71,141261.33,896
9434,2025-03-27,3,2,2,494,32,117,61604.01,608
9435,2025-03-27,3,3,2,582,18,38,76780.9,608
9436,2025-03-27,4,2,4,795,18,46,36037.49,1264
9437,2025-03-27,4,3,3,1015,41,82,228454.62,1264
9438,2025-03-27,5,4,5,484,25,19,93176.83,584
9439,2025-03-27,5,5,5,391,29,8,74473.63,584
9440,2025-03-27,5,6,5,478,34,43,90547.04,584
9441,2025-03-27,6,4,5,973,50,5,161351.03,1432
9442,2025-03-27,6,5,5,1185,49,9,233287.27,1432
9443,2025-03-27,6,6,2,939,59,83,128043.37,1432
9444,2025-03-27,7,4,4,1102,65,66,43912.18,1544
9445,2025-03-27,7,6,3,1083,0,68,250616.8,1544
9446,2025-03-27,8,4,3,589,15,62,138854.6,848
9447,2025-03-27,8,6,1,768,30,70,46477.61,848
9448,2025-03-27,9,7,1,268,12,64,17606.09,408
9449,2025-03-27,10,8,1,906,6,37,59184.03,1096
9450,2025-03-27,10,9,4,977,55,22,44615.92,1096
9451,2025-03-28,1,2,1,273,16,19,19019.4,448
9452,2025-03-28,1,3,3,276,13,49,63867.72,448
9453,2025-03-28,2,2,2,681,30,36,92875.22,896
9454,2025-03-28,2,3,4,807,30,55,36209.26,896
9455,2025-03-28,3,1,5,460,25,118,82354.31,608
9456,2025-03-28,3,2,2,494,16,92,67036.35,608
9457,2025-03-28,3,3,5,478,30,69,89063.27,608
9458,2025-03-28,4,3,3,788,45,67,202666.79,1264
9459,2025-03-28,5,5,2,397,12,12,46317.63,584
9460,2025-03-28,5,6,2,537,13,15,65422.66,584
9461,2025-03-28,6,5,5,1138,89,39,211230.99,1432
9462,2025-03-28,6,6,1,1307,28,72,75129.88,1432
9463,2025-03-28,7,4,5,1102,56,94,193551.97,1544
9464,2025-03-28,7,5,4,1365,1,33,53114.77,1544
9465,2025-03-28,9,7,4,331,21,42,15115.38,408
9466,2025-03-28,9,8,2,270,16,111,32445.97,408
