budget_id,date_id,cc_id,product_id,budget_revenue,budget_cost,forecast_revenue,forecast_cost,scenario
753,2024-11-01,1,3,84913.85,43551.59,97543.24,40697.94,Actual
754,2024-11-01,1,4,20513.85,11087.22,21369.7,10121.42,Actual
755,2024-11-01,1,5,92670.77,72167.21,87635.93,67952.09,Actual
756,2024-11-01,2,1,28507.88,21262.11,25166.11,20970.49,Actual
757,2024-11-01,2,2,114723.68,61955.28,129849.88,54902.81,Actual
758,2024-11-01,2,3,122765.3,61421.43,127450.24,52802.18,Actual
759,2024-11-01,2,4,25955.88,18473.37,22498.49,19781.31,Actual
760,2024-11-01,2,5,80550.26,46254.25,69013.18,45475.39,Actual
761,2024-11-01,3,1,30324.01,23650.96,33950.79,22658.56,Actual
762,2024-11-01,3,2,50753.25,38765.45,51309.93,39709.14,Actual
763,2024-11-01,3,3,83988.47,52734.71,85941.97,54267.69,Actual
764,2024-11-01,3,4,36454.83,23639.16,34521.19,22643.71,Actual
765,2024-11-01,3,5,136692.24,73953.01,117763.26,67049.15,Actual
766,2024-11-01,4,1,51069.46,29590.33,46821.15,30987.76,Actual
767,2024-11-01,4,2,58199.12,39733.82,59509.74,36368.6,Actual
768,2024-11-01,4,3,67934.31,47173.72,60655.67,49986.98,Actual
769,2024-11-01,4,4,138182.87,80101.38,142959.56,70415.76,Actual
770,2024-11-01,4,5,94416.36,74080.45,83910.05,79119.91,Actual
771,2024-11-01,5,1,121244.97,81004.76,123996.83,74368.2,Actual
772,2024-11-01,5,2,148292.8,94546.91,156700.83,106941.96,Actual
773,2024-11-01,5,3,56047.46,30343.33,63422.69,34288.23,Actual
774,2024-11-01,5,4,90980.83,52876.04,84671.58,55416.38,Actual
775,2024-11-01,5,5,147109.23,77312.85,162305.81,81901.03,Actual
776,2024-11-01,6,1,48894.99,31744.01,54950.77,30216.72,Actual
777,2024-11-01,6,2,137983.32,103351.19,144598.04,92985.75,Actual
778,2024-11-01,6,3,39933.35,25611.23,36400.6,24547.57,Actual
779,2024-11-01,6,4,129551.77,98360.2,144454.2,107993.83,Actual
780,2024-11-01,6,5,88748.59,46502.45,97176.05,45316.26,Actual
781,2024-11-01,7,1,139136.78,83436.29,158182.56,82289.8,Actual
782,2024-11-01,7,2,141245.4,91170.63,142582.84,78338.91,Actual
783,2024-11-01,7,3,59372.8,33796.38,56091.59,37444.29,Actual
784,2024-11-01,7,4,33482.8,23930.51,32580.97,26159.18,Actual
785,2024-11-01,7,5,41477.4,26789.45,35949.12,23039.45,Actual
786,2024-11-01,8,1,72228.35,50152.12,68411.43,47754.82,Actual
787,2024-11-01,8,2,79115.66,60051.56,75724.87,60624.91,Actual
788,2024-11-01,8,3,79924.38,58508.04,68367.46,63815.19,Actual
789,2024-11-01,8,4,102821.32,52581.1,98978.15,53900.92,Actual
790,2024-11-01,8,5,64759.38,41317.34,69384.76,37342.12,Actual
791,2024-11-01,9,1,146263.42,83900.17,146645.98,95880.98,Actual
792,2024-11-01,9,2,125725.72,71879.16,129301.18,68418.57,Actual
793,2024-11-01,9,3,122892.99,87695.87,129908.19,94865.3,Actual
794,2024-11-01,9,4,119866.05,62900.0,113173.57,62877.93,Actual
795,2024-11-01,9,5,146772.01,76562.73,157139.23,72699.75,Actual
796,2024-11-01,10,1,78016.18,50793.0,81634.54,45087.06,Actual
797,2024-11-01,10,2,119091.71,79576.93,108761.11,80189.59,Actual
798,2024-11-01,10,3,24486.81,13303.97,22494.38,14409.3,Actual
799,2024-11-01,10,4,119501.98,83067.65,113990.08,76923.76,Actual
800,2024-11-01,10,5,25504.22,17886.88,28370.91,19829.56,Actual
801,2024-11-01,11,1,38809.76,19982.08,36485.41,20493.16,Actual
802,2024-11-01,11,2,148117.65,104261.32,166923.88,96670.3,Actual
803,2024-11-01,11,3,39168.68,19636.1,34065.65,19587.48,Actual
804,2024-11-01,11,4,88949.82,52861.17,80354.08,48126.83,Actual
805,2024-11-01,11,5,51289.29,27846.85,48713.39,31490.67,Actual
806,2024-11-01,12,1,44905.13,29091.55,40784.26,27496.72,Actual
807,2024-11-01,12,2,136448.18,70019.15,140397.36,64908.81,Actual
808,2024-11-01,12,3,61931.49,31068.04,54493.67,27668.38,Actual
809,2024-11-01,12,4,32374.59,24194.77,29502.62,22259.0,Actual
810,2024-11-01,12,5,99556.47,49829.89,97671.49,43932.05,Actual
811,2024-11-01,13,1,118863.11,70029.5,109093.07,65000.62,Actual
812,2024-11-01,13,2,65487.95,46211.48,64425.91,48554.62,Actual
813,2024-11-01,13,3,133943.23,75171.58,141851.88,68505.71,Actual
814,2024-11-01,13,4,139921.58,86248.03,150081.72,88972.66,Actual
815,2024-11-01,13,5,77588.7,62000.21,84294.34,53768.67,Actual
816,2024-11-01,14,1,117971.39,60654.36,110322.07,58289.79,Actual
817,2024-11-01,14,2,36988.1,21444.37,37668.36,23320.32,Actual
818,2024-11-01,14,3,135016.91,102228.96,147191.12,106727.02,Actual
819,2024-11-01,14,4,76815.24,40466.83,72673.58,42190.21,Actual
820,2024-11-01,14,5,50206.13,29796.88,44473.12,27387.77,Actual
821,2024-11-01,15,1,35647.64,24737.67,40788.65,26262.3,Actual
822,2024-11-01,15,2,106030.52,63117.43,108733.98,67601.92,Actual
823,2024-11-01,15,3,39542.15,21449.1,41119.64,20624.47,Actual
824,2024-11-01,15,4,64731.08,46082.05,66821.3,50161.51,Actual
825,2024-11-01,15,5,119025.3,71316.3,124699.79,74991.44,Actual
826,2024-12-01,1,1,49215.02,27354.06,42398.28,28247.69,Actual
827,2024-12-01,1,2,137038.19,100264.88,125912.26,90856.45,Actual
828,2024-12-01,1,3,79438.85,58263.41,69604.99,65787.63,Actual
829,2024-12-01,1,4,55651.17,31892.13,47853.48,31973.28,Actual
830,2024-12-01,1,5,122913.49,67021.16,117452.12,60425.63,Actual
831,2024-12-01,2,1,64089.76,48146.46,66134.61,43575.22,Actual
832,2024-12-01,2,2,87372.36,62333.8,79935.45,58093.9,Actual
833,2024-12-01,2,3,64277.32,37375.58,69196.36,34540.95,Actual
834,2024-12-01,2,4,33590.14,21895.28,31945.38,21411.59,Actual
835,2024-12-01,2,5,70077.94,51213.94,79359.93,58813.63,Actual
836,2024-12-01,3,1,82403.25,43624.38,89561.22,39390.69,Actual
837,2024-12-01,3,2,53822.68,30678.82,54774.59,30816.44,Actual
838,2024-12-01,3,3,62963.5,38353.64,56766.42,37212.95,Actual
839,2024-12-01,3,4,80250.78,48229.41,81703.81,52532.83,Actual
840,2024-12-01,3,5,98661.52,61355.68,106331.0,53811.15,Actual
841,2024-12-01,4,1,65145.43,36214.95,64477.33,36148.35,Actual
842,2024-12-01,4,2,110930.66,80875.89,96057.48,91880.87,Actual
843,2024-12-01,4,3,52642.88,31861.57,53659.18,27231.95,Actual
844,2024-12-01,4,4,57384.35,35132.41,51186.99,35691.03,Actual
845,2024-12-01,4,5,101406.94,59289.09,94081.45,53560.28,Actual
846,2024-12-01,5,1,144409.46,84547.16,123607.82,91942.62,Actual
847,2024-12-01,5,2,59553.31,31979.12,61847.06,34480.22,Actual
848,2024-12-01,5,3,60275.81,41158.05,58343.57,45940.37,Actual
849,2024-12-01,5,4,53432.78,40580.63,51545.76,43603.62,Actual
850,2024-12-01,5,5,86526.39,65617.6,91546.38,57697.48,Actual
851,2024-12-01,6,1,130049.76,65996.09,121624.19,56599.24,Actual
852,2024-12-01,6,2,136436.91,86203.26,139760.4,89501.51,Actual
853,2024-12-01,6,3,95987.92,62419.7,106383.44,64463.9,Actual
854,2024-12-01,6,4,85325.65,63981.78,89288.33,58664.13,Actual
855,2024-12-01,6,5,81605.89,62719.27,91778.44,53447.19,Actual
856,2024-12-01,7,1,84467.85,42563.65,88723.95,41966.51,Actual
857,2024-12-01,7,2,103464.43,66912.46,106120.08,57123.21,Actual
858,2024-12-01,7,3,92958.6,64902.46,79407.87,57233.77,Actual
859,2024-12-01,7,4,124259.68,93834.71,110413.21,90595.88,Actual
860,2024-12-01,7,5,51254.93,32948.03,51383.31,29820.17,Actual
861,2024-12-01,8,1,21252.24,11228.93,18158.36,11579.53,Actual
862,2024-12-01,8,2,143591.22,85078.79,147062.6,77201.41,Actual
863,2024-12-01,8,3,134192.28,96224.62,145246.62,96261.91,Actual
864,2024-12-01,8,4,34296.72,20039.71,34665.83,20008.2,Actual
865,2024-12-01,8,5,55417.64,29895.47,56626.11,28180.34,Actual
866,2024-12-01,9,1,148894.58,110179.79,138376.38,100491.85,Actual
867,2024-12-01,9,2,96955.2,56396.78,107691.34,60093.53,Actual
868,2024-12-01,9,3,98424.72,68796.26,110598.0,59175.83,Actual
869,2024-12-01,9,4,57140.98,43736.98,63139.55,45079.2,Actual
870,2024-12-01,9,5,26486.79,16002.13,25882.25,15030.61,Actual
871,2024-12-01,10,1,50168.68,28958.91,55709.96,29989.92,Actual
872,2024-12-01,10,2,73077.62,50489.15,68614.54,48554.05,Actual
873,2024-12-01,10,3,103538.3,74109.45,101025.04,77107.68,Actual
874,2024-12-01,10,4,121461.83,64747.51,135745.3,64355.29,Actual
875,2024-12-01,10,5,36031.71,22854.45,31483.36,20102.91,Actual
876,2024-12-01,11,1,43794.19,25401.0,41186.95,24766.18,Actual
877,2024-12-01,11,2,63342.08,42645.95,57252.0,44513.34,Actual
878,2024-12-01,11,3,81699.75,42867.11,80583.61,42273.18,Actual
879,2024-12-01,11,4,122700.67,78457.89,121664.44,78935.24,Actual
880,2024-12-01,11,5,56511.73,30125.18,50631.18,27862.75,Actual
881,2024-12-01,12,1,145224.77,87336.92,128051.69,90322.39,Actual
882,2024-12-01,12,2,144752.7,82162.38,135188.41,83012.22,Actual
883,2024-12-01,12,3,71860.6,52519.54,62298.3,55244.69,Actual
884,2024-12-01,12,4,55329.91,32010.79,53897.83,34540.31,Actual
885,2024-12-01,12,5,118367.14,84914.68,129264.85,85730.21,Actual
886,2024-12-01,13,1,143187.55,114304.41,122345.88,131379.78,Actual
887,2024-12-01,13,2,134055.39,105540.91,129354.67,99561.63,Actual
888,2024-12-01,13,3,127086.81,90766.27,111744.19,93140.3,Actual
889,2024-12-01,13,4,33203.64,18811.9,34369.63,21273.34,Actual
890,2024-12-01,13,5,99252.15,51168.84,98918.89,50293.82,Actual
891,2024-12-01,14,1,69002.09,49280.68,76943.71,44890.35,Actual
892,2024-12-01,14,2,98884.74,63541.52,111041.36,61796.06,Actual
893,2024-12-01,14,3,125648.92,66273.78,126213.55,74295.76,Actual
894,2024-12-01,14,4,101577.43,52049.31,110234.71,49019.26,Actual
895,2024-12-01,14,5,138983.99,86575.81,135517.44,86268.38,Actual
896,2024-12-01,15,1,59309.65,40137.45,58284.9,42458.95,Actual
897,2024-12-01,15,2,67161.98,39393.51,67456.91,42739.32,Actual
898,2024-12-01,15,3,97823.24,58432.93,96083.32,56625.59,Actual
899,2024-12-01,15,4,73474.54,54357.41,66036.97,54557.06,Actual
900,2024-12-01,15,5,74657.56,45800.98,79910.97,42391.2,Actual
901,2025-01-01,1,1,95471.24,70407.23,107959.06,75108.54,Actual
902,2025-01-01,1,2,89104.24,69010.12,100180.02,63374.13,Actual
903,2025-01-01,1,3,39503.97,20088.44,37785.7,21454.56,Actual
904,2025-01-01,1,4,69879.59,41369.38,60062.11,39417.34,Actual
905,2025-01-01,1,5,110912.68,70678.68,102881.33,62009.58,Actual
906,2025-01-01,2,1,58764.67,30103.64,59046.78,25863.92,Actual
907,2025-01-01,2,2,114243.62,66405.8,116042.45,74842.91,Actual
908,2025-01-01,2,3,148323.96,112939.17,146494.97,105990.92,Actual
909,2025-01-01,2,4,70253.24,36912.47,63161.74,37691.99,Actual
910,2025-01-01,2,5,91830.23,51530.12,103860.59,50394.21,Actual
911,2025-01-01,3,1,35971.74,22754.94,36927.41,19478.8,Actual
912,2025-01-01,3,2,81623.52,63950.4,87633.14,72057.1,Actual
913,2025-01-01,3,3,115959.04,74650.18,123167.25,81961.07,Actual
914,2025-01-01,3,4,23458.11,12853.76,26820.71,11329.01,Actual
915,2025-01-01,3,5,134383.88,98109.17,125177.46,102935.53,Actual
916,2025-01-01,4,1,94005.16,70343.75,94915.83,68386.07,Actual
917,2025-01-01,4,2,125224.34,76431.79,109855.83,67038.41,Actual
918,2025-01-01,4,3,99156.02,52901.51,86906.56,57497.64,Actual
919,2025-01-01,4,4,98100.33,55612.89,109009.84,47830.52,Actual
920,2025-01-01,4,5,34183.42,23582.76,29249.43,26281.37,Actual
921,2025-01-01,5,1,81681.17,54754.45,77140.25,54147.51,Actual
922,2025-01-01,5,2,34407.09,24157.75,33725.35,25574.5,Actual
923,2025-01-01,5,3,30514.16,21466.77,30280.01,20899.79,Actual
924,2025-01-01,5,4,45648.83,28204.2,47891.96,31378.31,Actual
925,2025-01-01,5,5,147085.21,106124.44,125902.3,106096.05,Actual
926,2025-01-01,6,1,126093.6,74525.24,130064.7,84544.61,Actual
927,2025-01-01,6,2,128283.29,69140.17,129599.08,64037.02,Actual
928,2025-01-01,6,3,61927.95,31750.35,63507.0,34631.25,Actual
929,2025-01-01,6,4,65027.66,45449.06,72897.86,39033.89,Actual
930,2025-01-01,6,5,102902.35,68635.58,89665.32,68684.14,Actual
931,2025-01-01,7,1,54106.39,35932.05,60170.84,33267.01,Actual
932,2025-01-01,7,2,85851.67,58162.39,92813.06,50628.65,Actual
933,2025-01-01,7,3,107326.51,64288.97,98501.07,61052.59,Actual
934,2025-01-01,7,4,63241.5,38643.1,54602.29,39334.77,Actual
935,2025-01-01,7,5,33901.86,20709.75,32001.31,21554.05,Actual
936,2025-01-01,8,1,52619.87,27057.69,47842.74,26978.8,Actual
937,2025-01-01,8,2,136379.63,102017.67,127785.87,100688.3,Actual
938,2025-01-01,8,3,56094.36,34842.71,56006.62,38798.73,Actual
939,2025-01-01,8,4,39272.2,25448.97,36711.49,27538.21,Actual
940,2025-01-01,8,5,122625.72,85287.99,121438.87,82507.94,Actual
941,2025-01-01,9,1,145555.19,115087.48,150176.25,100038.22,Actual
942,2025-01-01,9,2,136950.09,76461.42,119899.95,67385.93,Actual
943,2025-01-01,9,3,104167.15,80178.46,91970.76,84579.03,Actual
944,2025-01-01,9,4,89415.85,50532.48,92804.5,55930.81,Actual
945,2025-01-01,9,5,128952.31,88800.41,147978.0,101862.52,Actual
946,2025-01-01,10,1,62597.79,48151.15,67951.54,45505.56,Actual
947,2025-01-01,10,2,105065.93,54293.22,102696.71,49305.74,Actual
948,2025-01-01,10,3,113835.27,73867.29,126160.64,74966.14,Actual
949,2025-01-01,10,4,134341.92,90200.96,141298.36,102450.86,Actual
950,2025-01-01,10,5,39869.05,20913.63,41403.98,20940.45,Actual
951,2025-01-01,11,1,137998.44,81557.28,118433.08,74634.03,Actual
952,2025-01-01,11,2,47602.21,34711.01,44835.9,33196.09,Actual
953,2025-01-01,11,3,28482.59,18077.69,31390.35,18630.1,Actual
954,2025-01-01,11,4,140676.17,101490.63,153651.78,110549.57,Actual
955,2025-01-01,11,5,144448.21,113286.07,162801.78,111973.53,Actual
956,2025-01-01,12,1,129271.84,83776.8,127892.67,78960.12,Actual
957,2025-01-01,12,2,42043.51,21107.46,35783.27,21665.12,Actual
958,2025-01-01,12,3,139306.28,69806.26,120796.98,78665.58,Actual
959,2025-01-01,12,4,96753.2,58662.97,104506.02,49951.65,Actual
960,2025-01-01,12,5,31363.26,16705.46,34830.04,15208.97,Actual
961,2025-01-01,13,1,111682.49,71903.99,116627.83,75199.33,Actual
962,2025-01-01,13,2,47121.71,31310.57,46443.81,33632.43,Actual
963,2025-01-01,13,3,119366.97,77808.09,131806.32,66411.92,Actual
964,2025-01-01,13,4,79778.48,55939.99,73961.14,62100.8,Actual
965,2025-01-01,13,5,82374.68,45515.21,79854.49,45067.15,Actual
966,2025-01-01,14,1,88666.14,56176.84,99570.3,50629.74,Actual
967,2025-01-01,14,2,26469.22,17994.74,23007.12,20584.92,Actual
968,2025-01-01,14,3,76243.35,54378.03,77405.03,54158.05,Actual
969,2025-01-01,14,4,98027.24,74787.59,91026.15,77700.13,Actual
970,2025-01-01,14,5,61032.9,45419.83,64525.88,39803.56,Actual
971,2025-01-01,15,1,72378.98,48116.35,83164.49,44994.8,Actual
972,2025-01-01,15,2,128276.06,99567.52,128715.56,93890.62,Actual
973,2025-01-01,15,3,66057.16,36621.64,61813.01,39656.26,Actual
974,2025-01-01,15,4,64040.12,43288.1,60216.88,47570.64,Actual
975,2025-01-01,15,5,32430.57,20084.75,30155.35,18269.95,Actual
976,2025-02-01,1,1,61332.75,34363.73,67142.45,31845.74,Actual
977,2025-02-01,1,2,133789.33,82112.32,115313.83,84556.54,Actual
978,2025-02-01,1,3,134890.35,106533.39,146650.43,112343.23,Actual
979,2025-02-01,1,4,20690.74,14559.28,21242.57,12760.98,Actual
980,2025-02-01,1,5,111051.53,86279.54,109413.01,76533.53,Actual
981,2025-02-01,2,1,65775.39,47034.43,70440.01,42157.58,Actual
982,2025-02-01,2,2,108226.2,83987.05,115603.07,94149.08,Actual
983,2025-02-01,2,3,78494.24,58119.88,80587.97,54458.25,Actual
984,2025-02-01,2,4,40455.64,32141.16,39149.11,31300.6,Actual
985,2025-02-01,2,5,66742.25,48133.05,73376.85,50453.98,Actual
986,2025-02-01,3,1,60436.42,34228.35,53848.47,33032.02,Actual
987,2025-02-01,3,2,104668.34,66422.09,112511.56,68774.81,Actual
988,2025-02-01,3,3,69025.5,50106.42,60510.37,43765.4,Actual
989,2025-02-01,3,4,141385.75,82734.43,153514.53,81049.55,Actual
990,2025-02-01,3,5,59945.92,47672.42,68564.46,47054.64,Actual
991,2025-02-01,4,1,104482.63,63808.23,93055.97,64478.94,Actual
992,2025-02-01,4,2,25128.31,14238.48,22754.53,15484.4,Actual
993,2025-02-01,4,3,63301.06,40305.54,65978.83,40269.36,Actual
994,2025-02-01,4,4,124648.66,80936.31,120868.94,70708.76,Actual
995,2025-02-01,4,5,98619.69,78180.09,102988.24,70258.7,Actual
996,2025-02-01,5,1,31576.06,21521.6,34163.38,22033.6,Actual
997,2025-02-01,5,2,96196.95,72574.02,96364.37,66955.96,Actual
998,2025-02-01,5,3,102621.22,53020.88,100142.36,52799.9,Actual
999,2025-02-01,5,4,132794.46,83722.87,130523.74,83591.01,Actual
1000,2025-02-01,5,5,139438.61,109565.27,156512.2,112351.46,Actual
1001,2025-02-01,6,1,77987.91,54344.14,75400.07,59476.25,Actual
1002,2025-02-01,6,2,25741.81,13222.87,23949.62,12508.35,Actual
1003,2025-02-01,6,3,137941.76,105476.63,117771.06,117995.91,Actual
1004,2025-02-01,6,4,117981.86,68745.62,121712.71,77630.44,Actual
1005,2025-02-01,6,5,36859.28,24368.85,42146.42,21671.28,Actual
1006,2025-02-01,7,1,55118.79,33620.43,55241.65,38012.32,Actual
1007,2025-02-01,7,2,34984.14,21212.69,30869.25,20942.13,Actual
1008,2025-02-01,7,3,141526.36,108163.58,148661.53,119879.81,Actual
1009,2025-02-01,7,4,94063.07,72677.81,80611.43,77071.01,Actual
1010,2025-02-01,7,5,132511.01,103404.26,115637.68,98584.24,Actual
1011,2025-02-01,8,1,23044.21,17011.81,22123.33,17205.35,Actual
1012,2025-02-01,8,2,79839.42,42107.84,90614.68,37443.92,Actual
1013,2025-02-01,8,3,38194.78,29635.58,42950.35,31035.24,Actual
1014,2025-02-01,8,4,94418.4,48830.72,93847.12,46177.43,Actual
1015,2025-02-01,8,5,74678.13,46453.92,72716.04,49250.16,Actual
1016,2025-02-01,9,1,82618.36,45146.95,91138.72,46499.9,Actual
1017,2025-02-01,9,2,25891.05,20238.93,25651.95,21142.17,Actual
1018,2025-02-01,9,3,27595.05,20544.53,27766.47,19603.8,Actual
1019,2025-02-01,9,4,63796.72,41513.58,69988.58,37382.34,Actual
1020,2025-02-01,9,5,86197.96,67191.97,97122.82,58229.16,Actual
1021,2025-02-01,10,1,34655.61,26987.79,32018.47,24866.22,Actual
1022,2025-02-01,10,2,111345.38,58710.67,119347.33,66570.58,Actual
1023,2025-02-01,10,3,70055.96,53430.43,67548.7,58818.23,Actual
1024,2025-02-01,10,4,143889.02,81003.25,128296.37,73836.08,Actual
1025,2025-02-01,10,5,101593.13,64502.43,90065.41,57059.57,Actual
1026,2025-02-01,11,1,95218.52,69183.2,88364.31,64203.02,Actual
1027,2025-02-01,11,2,55286.46,36610.0,55961.69,41228.86,Actual
1028,2025-02-01,11,3,82469.24,59746.31,71738.03,67738.4,Actual
1029,2025-02-01,11,4,74653.98,39602.12,79632.87,43137.94,Actual
1030,2025-02-01,11,5,94697.63,52807.18,91112.22,49013.44,Actual
1031,2025-02-01,12,1,112790.6,63867.13,111873.65,63171.76,Actual
1032,2025-02-01,12,2,47472.51,34381.24,49005.49,32659.4,Actual
1033,2025-02-01,12,3,128143.97,69146.66,114708.42,59755.56,Actual
1034,2025-02-01,12,4,75070.84,43676.86,76342.72,39087.2,Actual
1035,2025-02-01,12,5,59257.74,40838.26,51545.83,41828.7,Actual
1036,2025-02-01,13,1,102442.67,73113.58,92127.27,77276.61,Actual
1037,2025-02-01,13,2,95822.29,63158.73,110134.86,70111.69,Actual
1038,2025-02-01,13,3,63327.98,41560.89,63027.86,38232.73,Actual
1039,2025-02-01,13,4,78267.44,59668.13,68747.47,63276.38,Actual
1040,2025-02-01,13,5,133517.6,68071.33,146134.71,68091.14,Actual
1041,2025-02-01,14,1,41114.94,30311.06,41099.4,34217.62,Actual
1042,2025-02-01,14,2,56230.67,30219.57,55670.98,26408.23,Actual
1043,2025-02-01,14,3,113370.0,61956.19,118407.97,68618.8,Actual
1044,2025-02-01,14,4,148901.56,89336.72,129709.33,101496.62,Actual
1045,2025-02-01,14,5,34239.47,19489.22,35223.97,16967.91,Actual
1046,2025-02-01,15,1,95014.99,72610.19,101121.64,76024.03,Actual
1047,2025-02-01,15,2,130096.85,71709.41,139338.92,72812.47,Actual
1048,2025-02-01,15,3,90654.93,57899.98,95276.89,49840.37,Actual
1049,2025-02-01,15,4,94422.81,75180.82,100235.13,80292.63,Actual
1050,2025-02-01,15,5,141211.04,103364.28,132397.1,108881.25,Actual
1051,2025-03-01,1,1,101394.97,62435.38,98049.88,59356.27,Actual
1052,2025-03-01,1,2,50879.58,31564.88,54245.91,34989.48,Actual
1053,2025-03-01,1,3,31948.86,22233.02,36707.47,21746.29,Actual
1054,2025-03-01,1,4,77091.94,45509.79,82906.76,48874.36,Actual
1055,2025-03-01,1,5,80383.22,56129.25,77466.66,61669.06,Actual
1056,2025-03-01,2,1,67423.99,48262.2,75162.95,43602.59,Actual
1057,2025-03-01,2,2,74230.01,52200.02,69250.42,58129.91,Actual
1058,2025-03-01,2,3,34695.63,18754.08,30744.81,20731.32,Actual
1059,2025-03-01,2,4,149946.38,82839.07,142542.59,86581.42,Actual
1060,2025-03-01,2,5,82981.75,60282.86,85822.74,56223.67,Actual
1061,2025-03-01,3,1,37444.3,22474.97,41400.36,21381.66,Actual
1062,2025-03-01,3,2,114485.93,65941.78,131371.25,75248.07,Actual
1063,2025-03-01,3,3,62677.06,44188.24,64937.47,42564.11,Actual
1064,2025-03-01,3,4,122653.13,83316.4,106626.32,84504.66,Actual
1065,2025-03-01,3,5,25000.0,18079.41,22286.06,19561.2,Actual
1066,2025-03-01,4,1,141536.62,109393.01,134473.46,108041.2,Actual
1067,2025-03-01,4,2,125320.32,80838.25,131627.15,88493.6,Actual
1068,2025-03-01,4,3,20001.89,11949.78,18875.1,11588.23,Actual
1069,2025-03-01,4,4,125265.08,74558.91,128346.6,74762.0,Actual
1070,2025-03-01,4,5,105654.33,57801.91,118385.06,49718.39,Actual
1071,2025-03-01,5,1,128777.44,96896.25,130968.03,96544.5,Actual
1072,2025-03-01,5,2,120479.79,68513.3,109399.01,72374.06,Actual
1073,2025-03-01,5,3,61347.59,47866.17,62717.41,54049.5,Actual
1074,2025-03-01,5,4,86652.28,50575.56,82654.91,48564.85,Actual
1075,2025-03-01,5,5,122845.68,65001.87,130934.25,58882.34,Actual
1076,2025-03-01,6,1,69146.75,34904.35,64895.53,35936.06,Actual
1077,2025-03-01,6,2,58047.5,44327.85,62724.22,39724.2,Actual
1078,2025-03-01,6,3,39287.24,20328.75,37154.75,17679.54,Actual
1079,2025-03-01,6,4,102264.87,72567.89,89975.55,69354.41,Actual
1080,2025-03-01,6,5,83415.04,53885.4,93372.84,49207.36,Actual
1081,2025-03-01,7,1,42514.03,21301.46,45126.42,20662.73,Actual
1082,2025-03-01,7,2,53432.56,34197.11,58555.06,33306.17,Actual
1083,2025-03-01,7,3,66122.38,47613.2,73515.06,51407.3,Actual
1084,2025-03-01,7,4,50045.59,39635.52,50462.21,42019.84,Actual
1085,2025-03-01,7,5,110149.91,69604.36,114882.48,77980.28,Actual
1086,2025-03-01,8,1,22000.73,16783.91,20045.1,18343.85,Actual
1087,2025-03-01,8,2,57238.33,33529.98,51182.45,31979.72,Actual
1088,2025-03-01,8,3,147227.92,89999.46,153066.25,86290.08,Actual
1089,2025-03-01,8,4,34073.18,20009.78,30396.32,17106.75,Actual
1090,2025-03-01,8,5,49557.88,32858.45,45615.31,32698.06,Actual
1091,2025-03-01,9,1,21745.01,16884.88,20230.2,14415.26,Actual
1092,2025-03-01,9,2,111350.93,83193.7,118962.78,89381.71,Actual
1093,2025-03-01,9,3,77425.56,59434.16,83174.57,62628.5,Actual
1094,2025-03-01,9,4,57023.58,33991.23,65235.79,33920.99,Actual
1095,2025-03-01,9,5,128380.66,80807.89,120861.92,89090.69,Actual
1096,2025-03-01,10,1,60759.37,37893.63,60085.5,36992.26,Actual
1097,2025-03-01,10,2,66061.85,35033.54,57805.68,34891.54,Actual
1098,2025-03-01,10,3,34062.51,24938.55,30712.14,25682.1,Actual
1099,2025-03-01,10,4,143798.23,74848.97,148203.45,71706.56,Actual
1100,2025-03-01,10,5,64621.08,48277.16,60311.43,42442.75,Actual
1101,2025-03-01,11,1,129298.67,91656.34,120876.16,81772.48,Actual
1102,2025-03-01,11,2,41503.32,29603.31,46456.69,33435.07,Actual
1103,2025-03-01,11,3,22848.19,18048.84,23881.06,20498.15,Actual
1104,2025-03-01,11,4,78705.38,47477.17,76395.69,50275.01,Actual
1105,2025-03-01,11,5,95706.05,64952.94,87624.28,60941.19,Actual
1106,2025-03-01,12,1,42551.54,32008.1,40425.33,27486.71,Actual
1107,2025-03-01,12,2,55080.82,29370.5,52519.49,33477.13,Actual
1108,2025-03-01,12,3,120376.65,81814.49,128539.42,74642.9,Actual
1109,2025-03-01,12,4,42965.17,21958.39,41538.32,24611.01,Actual
1110,2025-03-01,12,5,51627.33,36030.33,52260.17,39883.99,Actual
1111,2025-03-01,13,1,27449.04,21403.44,31256.57,23488.76,Actual
1112,2025-03-01,13,2,117927.15,61926.76,131224.05,70438.35,Actual
1113,2025-03-01,13,3,100244.9,66906.64,109761.61,72845.04,Actual
1114,2025-03-01,13,4,28010.25,17137.95,30536.81,18681.86,Actual
1115,2025-03-01,13,5,109485.43,68260.36,110908.11,70928.61,Actual
1116,2025-03-01,14,1,57270.82,43371.1,58036.76,46931.16,Actual
1117,2025-03-01,14,2,100670.42,61044.37,100656.09,58962.46,Actual
1118,2025-03-01,14,3,54481.86,31300.51,61214.83,33806.13,Actual
1119,2025-03-01,14,4,84568.3,66947.67,72608.29,76739.65,Actual
1120,2025-03-01,14,5,129086.74,98135.17,140978.14,103151.09,Actual
1121,2025-03-01,15,1,29075.49,17249.58,29192.04,17389.69,Actual
1122,2025-03-01,15,2,36881.93,20345.42,36526.92,19012.86,Actual
1123,2025-03-01,15,3,134261.44,97039.77,151250.7,86866.05,Actual
1124,2025-03-01,15,4,116897.22,66267.14,116944.7,59762.75,Actual
1125,2025-03-01,15,5,135584.56,93043.16,119187.54,104712.22,Actual
